,Unnamed: 0,date,song_ranking,song_name,song_artist,peakPos,lastPos,weeks,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalnes,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_id,artist_genres,artist_followers,artist_popularity
20025,25,2016-09-01,26,Work From Home,Fifth Harmony Featuring Ty Dolla $ign,4,23,25,0.8029999999999999,0.585,8.0,-5.861000000000001,1.0,0.0432,0.10300000000000001,3.94e-06,0.0644,0.593,105.01700000000001,audio_features,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480.0,4.0,,,,
20026,26,2016-09-01,27,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap,24,28,9,0.6890000000000001,0.7909999999999999,0.0,-5.194,0.0,0.053,0.023,0.0,0.0526,0.755,95.04,audio_features,7nD9nN3jord9wWcfW3Gkcm,spotify:track:7nD9nN3jord9wWcfW3Gkcm,https://api.spotify.com/v1/tracks/7nD9nN3jord9wWcfW3Gkcm,https://api.spotify.com/v1/audio-analysis/7nD9nN3jord9wWcfW3Gkcm,210573.0,4.0,,,,
20027,27,2016-09-01,28,I Hate U I Love U,gnash Featuring Olivia O'Brien,27,31,18,0.49200000000000005,0.275,6.0,-13.4,0.0,0.3,0.687,0.0,0.10099999999999999,0.18,92.6,audio_features,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251034.0,4.0,,,,
20028,28,2016-09-01,29,H.O.L.Y.,Florida Georgia Line,14,27,16,0.523,0.6659999999999999,7.0,-4.081,0.0,0.0327,0.401,0.0,0.0728,0.564,78.077,audio_features,0BCy325UZyR9z0t0uxwn2N,spotify:track:0BCy325UZyR9z0t0uxwn2N,https://api.spotify.com/v1/tracks/0BCy325UZyR9z0t0uxwn2N,https://api.spotify.com/v1/audio-analysis/0BCy325UZyR9z0t0uxwn2N,194187.0,4.0,3b8QkneNDz4JHKKKlLgYZg,"contemporary country, country, country pop, country road, modern country rock",4291197.0,83.0
20029,29,2016-09-01,30,Luv,Tory Lanez,30,40,8,0.539,0.528,11.0,-8.113,0.0,0.252,0.0108,0.0,0.11699999999999999,0.252,190.169,audio_features,16Ah4QqH4mgYVXqfC4mdSd,spotify:track:16Ah4QqH4mgYVXqfC4mdSd,https://api.spotify.com/v1/tracks/16Ah4QqH4mgYVXqfC4mdSd,https://api.spotify.com/v1/audio-analysis/16Ah4QqH4mgYVXqfC4mdSd,228640.0,4.0,2jku7tDXc6XoB6MO2hFuqg,"canadian hip hop, canadian trap, hip hop, melodic rap, pop, pop rap, r&b, rap, toronto rap, trap",3646606.0,85.0
20030,30,2016-09-01,31,Don't Mind,Kent Jones,8,24,16,,,,,,,,,,,,,,,,,,,3jHBxvZ9gbBkZ17wKUqVsO,"miami hip hop, viral trap",106903.0,59.0
20031,31,2016-09-01,32,I Took A Pill In Ibiza,Mike Posner,4,30,31,0.664,0.7140000000000001,7.0,-6.645,0.0,0.111,0.0353,8.42e-06,0.0843,0.71,101.969,audio_features,1MtUq6Wp1eQ8PC6BbPCj8P,spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/tracks/1MtUq6Wp1eQ8PC6BbPCj8P,https://api.spotify.com/v1/audio-analysis/1MtUq6Wp1eQ8PC6BbPCj8P,197933.0,4.0,2KsP6tYLJlTBvSUxnwlVWa,"dance pop, pop, pop rap",1142796.0,78.0
20032,32,2016-09-01,33,No Limit,Usher Featuring Young Thug,33,37,8,0.7170000000000001,0.523,10.0,-6.506,0.0,0.0611,0.0799,0.0,0.20600000000000002,0.282,127.04700000000001,audio_features,1CDBn2Lm7E63XKQDsdCq6O,spotify:track:1CDBn2Lm7E63XKQDsdCq6O,https://api.spotify.com/v1/tracks/1CDBn2Lm7E63XKQDsdCq6O,https://api.spotify.com/v1/audio-analysis/1CDBn2Lm7E63XKQDsdCq6O,228613.0,4.0,,,,
20033,33,2016-09-01,34,Stressed Out,twenty one pilots,2,35,48,0.7340000000000001,0.637,4.0,-5.6770000000000005,0.0,0.141,0.0462,2.2899999999999998e-05,0.0602,0.648,169.977,audio_features,3CRDbSIZ4r5MsZ0YwxuEkn,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/tracks/3CRDbSIZ4r5MsZ0YwxuEkn,https://api.spotify.com/v1/audio-analysis/3CRDbSIZ4r5MsZ0YwxuEkn,202333.0,4.0,3YQKmKGau1PzlVlkL1iodx,"modern rock, rock",20234949.0,88.0
20034,34,2016-09-01,35,Hymn For The Weekend,Coldplay,35,41,12,0.491,0.693,0.0,-6.487,0.0,0.0377,0.21100000000000002,6.92e-06,0.325,0.41200000000000003,90.027,audio_features,3RiPr603aXAoi4GHyXx0uy,spotify:track:3RiPr603aXAoi4GHyXx0uy,https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy,https://api.spotify.com/v1/audio-analysis/3RiPr603aXAoi4GHyXx0uy,258267.0,4.0,4gzpq5DPGxSnKTe4SA8HAU,"permanent wave, pop",29952237.0,89.0
20035,35,2016-09-01,36,"Sit Still, Look Pretty",Daya,36,56,12,0.655,0.74,2.0,-4.081,1.0,0.27399999999999997,0.14,0.0,0.106,0.5429999999999999,182.105,audio_features,0EGuSSpuu9wmHCtvb4PdLO,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,https://api.spotify.com/v1/tracks/0EGuSSpuu9wmHCtvb4PdLO,https://api.spotify.com/v1/audio-analysis/0EGuSSpuu9wmHCtvb4PdLO,202221.0,4.0,6Dd3NScHWwnW6obMFbl1BH,"alt z, dance pop, electropop, indie poptimism, pop, pop dance, post-teen pop, tropical house",1233358.0,77.0
20036,36,2016-09-01,37,Tiimmy Turner,Desiigner,37,38,4,0.603,0.725,6.0,-3.054,1.0,0.0393,0.174,0.0,0.0786,0.304,122.803,audio_features,3NJG6vMH1ZsectZkocMEm0,spotify:track:3NJG6vMH1ZsectZkocMEm0,https://api.spotify.com/v1/tracks/3NJG6vMH1ZsectZkocMEm0,https://api.spotify.com/v1/audio-analysis/3NJG6vMH1ZsectZkocMEm0,239853.0,4.0,7pFeBzX627ff0VnN6bxPR4,"pop rap, rap, trap, viral trap",3174666.0,71.0
20037,37,2016-09-01,38,Work,Rihanna Featuring Drake,1,34,30,0.725,0.534,11.0,-6.2379999999999995,1.0,0.0946,0.0752,0.0,0.0919,0.5579999999999999,91.97399999999999,audio_features,72TFWvU3wUYdUuxejTTIzt,spotify:track:72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/tracks/72TFWvU3wUYdUuxejTTIzt,https://api.spotify.com/v1/audio-analysis/72TFWvU3wUYdUuxejTTIzt,219320.0,4.0,,,,
20038,38,2016-09-01,39,Rise,Katy Perry,11,29,5,0.5529999999999999,0.639,11.0,-6.445,1.0,0.0458,0.0468,0.0,0.107,0.442,101.41799999999999,audio_features,1CwNogTShsnsn1C8UhRmYX,spotify:track:1CwNogTShsnsn1C8UhRmYX,https://api.spotify.com/v1/tracks/1CwNogTShsnsn1C8UhRmYX,https://api.spotify.com/v1/audio-analysis/1CwNogTShsnsn1C8UhRmYX,203475.0,4.0,6jJ0s89eD6GaHleKKya26X,"dance pop, pop, post-teen pop",18157969.0,88.0
20039,39,2016-09-01,40,7 Years,Lukas Graham,2,42,31,0.765,0.473,10.0,-5.829,1.0,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300.0,4.0,25u4wHJWxCA9vO0CzxAbK7,"danish pop, pop, scandipop",1799616.0,77.0
20040,40,2016-09-01,41,Low Life,Future Featuring The Weeknd,18,39,28,0.722,0.331,8.0,-7.789,1.0,0.0725,0.337,0.28300000000000003,0.146,0.102,143.974,audio_features,7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,313547.0,4.0,,,,
20041,41,2016-09-01,42,This Girl,Kungs vs Cookin' On 3 Burners,42,65,4,0.792,0.7170000000000001,0.0,-4.7589999999999995,0.0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,audio_features,1A8j067qyiNwQnZT0bzUpZ,spotify:track:1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/tracks/1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/audio-analysis/1A8j067qyiNwQnZT0bzUpZ,195547.0,4.0,7keGfmQR4X5w0two1xKZ7d,"new french touch, pop dance, tropical house",727741.0,69.0
20042,42,2016-09-01,43,Gangsta,Kehlani,43,62,2,0.439,0.447,10.0,-8.318,0.0,0.0436,0.111,0.0,0.303,0.11,121.48,audio_features,1W7zkKgRv9mrLbfdQ8XyH3,spotify:track:1W7zkKgRv9mrLbfdQ8XyH3,https://api.spotify.com/v1/tracks/1W7zkKgRv9mrLbfdQ8XyH3,https://api.spotify.com/v1/audio-analysis/1W7zkKgRv9mrLbfdQ8XyH3,177029.0,4.0,0cGUm45nv7Z6M6qdXYQGTX,"dance pop, pop, pop rap, post-teen pop, r&b, urban contemporary",4607942.0,82.0
20043,43,2016-09-01,44,I Got The Keys,DJ Khaled Featuring Jay Z & Future,30,36,8,0.6859999999999999,0.623,1.0,-3.425,1.0,0.13,0.0028699999999999997,0.00145,0.21899999999999997,0.17600000000000002,140.171,audio_features,51Nwg5wCDDiqcTntgJUlLo,spotify:track:51Nwg5wCDDiqcTntgJUlLo,https://api.spotify.com/v1/tracks/51Nwg5wCDDiqcTntgJUlLo,https://api.spotify.com/v1/audio-analysis/51Nwg5wCDDiqcTntgJUlLo,219759.0,4.0,,,,
20044,44,2016-09-01,45,Unsteady,X Ambassadors,39,47,14,0.389,0.665,0.0,-6.169,1.0,0.0644,0.17800000000000002,0.000732,0.11599999999999999,0.19899999999999998,117.055,audio_features,7lGKEWMXVWWTt3X71Bv44I,spotify:track:7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/tracks/7lGKEWMXVWWTt3X71Bv44I,https://api.spotify.com/v1/audio-analysis/7lGKEWMXVWWTt3X71Bv44I,193547.0,4.0,3NPpFNZtSTHheNBaWC82rB,"modern alternative rock, modern rock, pop, pop rock, rock, stomp pop",2431708.0,78.0
20045,45,2016-09-01,46,Love Yourself,Justin Bieber,1,44,40,0.609,0.37799999999999995,4.0,-9.828,1.0,0.43799999999999994,0.835,0.0,0.28,0.515,100.41799999999999,audio_features,50kpGaPAhYJ3sGmk6vplg0,spotify:track:50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/tracks/50kpGaPAhYJ3sGmk6vplg0,https://api.spotify.com/v1/audio-analysis/50kpGaPAhYJ3sGmk6vplg0,233720.0,4.0,1uNFoZAHBGtllmzznpCI3s,"canadian pop, pop, post-teen pop",45184267.0,100.0
20046,46,2016-09-01,47,Cake By The Ocean,DNCE,9,45,44,0.774,0.753,4.0,-5.446000000000001,0.0,0.0517,0.152,0.0,0.0371,0.8959999999999999,119.00200000000001,audio_features,76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,219147.0,4.0,6T5tfhQCknKG4UnH90qGnz,"dance pop, pop, pop rock, post-teen pop",3703762.0,72.0
20047,47,2016-09-01,48,Peter Pan,Kelsea Ballerini,48,52,12,0.514,0.659,1.0,-6.142,1.0,0.0309,0.0284,0.0,0.266,0.46299999999999997,76.483,audio_features,2wqXQjOmQ9KoBm9Ssgt4Fo,spotify:track:2wqXQjOmQ9KoBm9Ssgt4Fo,https://api.spotify.com/v1/tracks/2wqXQjOmQ9KoBm9Ssgt4Fo,https://api.spotify.com/v1/audio-analysis/2wqXQjOmQ9KoBm9Ssgt4Fo,200040.0,4.0,3RqBeV12Tt7A8xH3zBDDUF,"contemporary country, country, pop, post-teen pop",853119.0,74.0
20048,48,2016-09-01,49,From The Ground Up,Dan + Shay,48,48,13,0.281,0.58,9.0,-5.9670000000000005,1.0,0.0323,0.33299999999999996,0.0,0.122,0.282,151.56799999999998,audio_features,0lQJBl9YEsoMtE8D4yTE9g,spotify:track:0lQJBl9YEsoMtE8D4yTE9g,https://api.spotify.com/v1/tracks/0lQJBl9YEsoMtE8D4yTE9g,https://api.spotify.com/v1/audio-analysis/0lQJBl9YEsoMtE8D4yTE9g,253933.0,3.0,7z5WFjZAIYejWy0NI5lv4T,"contemporary country, country, pop",2212329.0,81.0
20049,49,2016-09-01,50,Make You Miss Me,Sam Hunt,46,46,12,0.614,0.47200000000000003,7.0,-6.626,1.0,0.0297,0.158,0.0,0.111,0.168,146.005,audio_features,0xwPzLmBAYro8BUz7MrtAo,spotify:track:0xwPzLmBAYro8BUz7MrtAo,https://api.spotify.com/v1/tracks/0xwPzLmBAYro8BUz7MrtAo,https://api.spotify.com/v1/audio-analysis/0xwPzLmBAYro8BUz7MrtAo,225693.0,4.0,2kucQ9jQwuD8jWdtR9Ef38,"contemporary country, country pop",2077269.0,77.0
20050,50,2016-09-01,51,Make Me...,Britney Spears Featuring G-Eazy,17,43,5,0.701,0.7,7.0,-6.672000000000001,0.0,0.0925,0.146,0.0,0.20600000000000002,0.5920000000000001,122.984,audio_features,0nUGa8WQpQqg2vzJUprEo5,spotify:track:0nUGa8WQpQqg2vzJUprEo5,https://api.spotify.com/v1/tracks/0nUGa8WQpQqg2vzJUprEo5,https://api.spotify.com/v1/audio-analysis/0nUGa8WQpQqg2vzJUprEo5,230960.0,4.0,,,,
20051,51,2016-09-01,52,Purple Lamborghini,Skrillex & Rick Ross,33,33,4,0.457,0.899,10.0,-2.591,0.0,0.132,0.0019,0.0,0.831,0.298,147.268,audio_features,6JyuJFedEvPmdWQW0PkbGJ,spotify:track:6JyuJFedEvPmdWQW0PkbGJ,https://api.spotify.com/v1/tracks/6JyuJFedEvPmdWQW0PkbGJ,https://api.spotify.com/v1/audio-analysis/6JyuJFedEvPmdWQW0PkbGJ,215510.0,4.0,,,,
20052,52,2016-09-01,53,Different For Girls,Dierks Bentley Featuring Elle King,53,54,11,0.655,0.768,4.0,-5.6160000000000005,1.0,0.0365,0.385,0.00025699999999999996,0.0733,0.431,92.021,audio_features,5HJId22hZ2IvFnvNSy6ZbE,spotify:track:5HJId22hZ2IvFnvNSy6ZbE,https://api.spotify.com/v1/tracks/5HJId22hZ2IvFnvNSy6ZbE,https://api.spotify.com/v1/audio-analysis/5HJId22hZ2IvFnvNSy6ZbE,180360.0,4.0,,,,
20053,53,2016-09-01,54,THat Part,ScHoolboy Q Featuring Kanye West,40,51,11,0.927,0.535,6.0,-7.59,0.0,0.0911,0.0855,0.0,0.136,0.336,112.96,audio_features,2yJ9GVCLMmzBBfQAnfzlwr,spotify:track:2yJ9GVCLMmzBBfQAnfzlwr,https://api.spotify.com/v1/tracks/2yJ9GVCLMmzBBfQAnfzlwr,https://api.spotify.com/v1/audio-analysis/2yJ9GVCLMmzBBfQAnfzlwr,313573.0,4.0,,,,
20054,54,2016-09-01,55,Mama Said,Lukas Graham,55,77,5,0.7120000000000001,0.799,7.0,-4.564,0.0,0.0703,0.0447,6.4e-05,0.37,0.591,83.99600000000001,audio_features,5ArQzSBevAdXTxRY6Ulhbq,spotify:track:5ArQzSBevAdXTxRY6Ulhbq,https://api.spotify.com/v1/tracks/5ArQzSBevAdXTxRY6Ulhbq,https://api.spotify.com/v1/audio-analysis/5ArQzSBevAdXTxRY6Ulhbq,206903.0,4.0,25u4wHJWxCA9vO0CzxAbK7,"danish pop, pop, scandipop",1799616.0,77.0
20055,55,2016-09-01,56,My PYT,Wale,54,57,10,0.5539999999999999,0.48100000000000004,0.0,-9.823,1.0,0.32899999999999996,0.0139,0.0,0.0787,0.456,191.99099999999999,audio_features,2Fe6gDE0mCZz0g98i5QpVL,spotify:track:2Fe6gDE0mCZz0g98i5QpVL,https://api.spotify.com/v1/tracks/2Fe6gDE0mCZz0g98i5QpVL,https://api.spotify.com/v1/audio-analysis/2Fe6gDE0mCZz0g98i5QpVL,236867.0,4.0,67nwj3Y5sZQLl72VNUHEYE,"dance pop, gangster rap, hip hop, pop, pop rap, r&b, rap, southern hip hop, trap, urban contemporary",3089043.0,77.0
20056,56,2016-09-01,57,You Don't Own Me,Grace Featuring G-Eazy,57,60,13,,,,,,,,,,,,,,,,,,,,,,
20057,57,2016-09-01,58,Setting The World On Fire,Kenny Chesney Featuring P!nk,29,69,3,0.61,0.8220000000000001,0.0,-4.422,1.0,0.0355,0.0171,1.88e-06,0.09300000000000001,0.43700000000000006,93.993,audio_features,7AclP0W2jy6yrbvBiC4prQ,spotify:track:7AclP0W2jy6yrbvBiC4prQ,https://api.spotify.com/v1/tracks/7AclP0W2jy6yrbvBiC4prQ,https://api.spotify.com/v1/audio-analysis/7AclP0W2jy6yrbvBiC4prQ,217467.0,4.0,,,,
20058,58,2016-09-01,59,Wicked,Future,41,58,18,0.718,0.679,11.0,-5.899,0.0,0.0706,0.0019100000000000002,0.0104,0.385,0.205,157.97,audio_features,6BbINUfGabVyiNFJpQXn3x,spotify:track:6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/tracks/6BbINUfGabVyiNFJpQXn3x,https://api.spotify.com/v1/audio-analysis/6BbINUfGabVyiNFJpQXn3x,173347.0,4.0,1RyvyyTE3xzB2ZywiAwp0i,"atl hip hop, pop rap, rap, southern hip hop, trap",10155937.0,91.0
20059,59,2016-09-01,60,Sorry,Beyonce,11,55,17,0.775,0.598,2.0,-7.274,1.0,0.0535,0.00175,4.44e-06,0.253,0.35600000000000004,129.988,audio_features,0lnIJmgcUpEpe4AZACjayW,spotify:track:0lnIJmgcUpEpe4AZACjayW,https://api.spotify.com/v1/tracks/0lnIJmgcUpEpe4AZACjayW,https://api.spotify.com/v1/audio-analysis/0lnIJmgcUpEpe4AZACjayW,232560.0,4.0,6vWDO969PvNqNYHIOW5v0m,"dance pop, pop, post-teen pop, r&b",27244682.0,88.0
20060,60,2016-09-01,61,American Country Love Song,Jake Owen,56,67,13,0.529,0.8909999999999999,8.0,-4.36,1.0,0.043,0.0457,0.0,0.0942,0.32899999999999996,104.031,audio_features,0O1x2tRm8ZpfDbcpOWZp7z,spotify:track:0O1x2tRm8ZpfDbcpOWZp7z,https://api.spotify.com/v1/tracks/0O1x2tRm8ZpfDbcpOWZp7z,https://api.spotify.com/v1/audio-analysis/0O1x2tRm8ZpfDbcpOWZp7z,199747.0,4.0,1n2pb9Tsfe4SwAjmUac6YT,"contemporary country, country, country road, modern country rock",1560735.0,72.0
20061,61,2016-09-01,62,Starving,Hailee Steinfeld & Grey Featuring Zedd,62,81,3,0.728,0.616,4.0,-4.238,1.0,0.0645,0.37799999999999995,0.0,0.105,0.508,99.962,audio_features,4Ce37cRWvM1vIGGynKcs22,spotify:track:4Ce37cRWvM1vIGGynKcs22,https://api.spotify.com/v1/tracks/4Ce37cRWvM1vIGGynKcs22,https://api.spotify.com/v1/audio-analysis/4Ce37cRWvM1vIGGynKcs22,181880.0,4.0,,,,
20062,62,2016-09-01,63,Money Longer,Lil Uzi Vert,63,70,10,0.795,0.568,5.0,-7.817,0.0,0.142,0.0541,0.0,0.10800000000000001,0.478,136.173,audio_features,0B8QzDH7YWih85V5SEMnyJ,spotify:track:0B8QzDH7YWih85V5SEMnyJ,https://api.spotify.com/v1/tracks/0B8QzDH7YWih85V5SEMnyJ,https://api.spotify.com/v1/audio-analysis/0B8QzDH7YWih85V5SEMnyJ,198944.0,4.0,4O15NlyKLIASxsJ0PrXPfz,"melodic rap, philly rap, rap, trap",11308938.0,91.0
20063,63,2016-09-01,64,Record Year,Eric Church,44,59,18,0.589,0.6409999999999999,5.0,-8.12,1.0,0.0838,0.205,0.0,0.0864,0.57,160.031,audio_features,5fSPbm5lcwtqwXkeQQswW8,spotify:track:5fSPbm5lcwtqwXkeQQswW8,https://api.spotify.com/v1/tracks/5fSPbm5lcwtqwXkeQQswW8,https://api.spotify.com/v1/audio-analysis/5fSPbm5lcwtqwXkeQQswW8,179347.0,4.0,2IvkS5MXK0vPGnwyJsrEyV,"contemporary country, country, country road",2972847.0,80.0
20064,64,2016-09-01,65,Come And See Me,PARTYNEXTDOOR Featuring Drake,65,88,7,0.7170000000000001,0.34700000000000003,11.0,-10.265,0.0,0.0636,0.0511,2.43e-06,0.087,0.0589,84.98700000000001,audio_features,1wZqJM5FGDEl3FjHDxDyQd,spotify:track:1wZqJM5FGDEl3FjHDxDyQd,https://api.spotify.com/v1/tracks/1wZqJM5FGDEl3FjHDxDyQd,https://api.spotify.com/v1/audio-analysis/1wZqJM5FGDEl3FjHDxDyQd,235477.0,4.0,,,,
20065,65,2016-09-01,66,"Wat U Mean (Aye, Aye, Aye)",Dae Dae,66,76,5,0.9229999999999999,0.599,6.0,-4.888,1.0,0.23800000000000002,0.07,1.23e-06,0.0951,0.667,138.024,audio_features,46IdjlVO3EmaMqooXZ1Hcu,spotify:track:46IdjlVO3EmaMqooXZ1Hcu,https://api.spotify.com/v1/tracks/46IdjlVO3EmaMqooXZ1Hcu,https://api.spotify.com/v1/audio-analysis/46IdjlVO3EmaMqooXZ1Hcu,181739.0,4.0,41LfjfTCcTCUdykJqNyFw8,"atl hip hop, trap",356451.0,46.0
20066,66,2016-09-01,67,No Shopping,French Montana Featuring Drake,36,61,5,0.895,0.491,10.0,-10.261,0.0,0.24600000000000002,0.0144,0.0009880000000000002,0.14300000000000002,0.249,83.505,audio_features,0Di26AbdtizzHkFstPyt7A,spotify:track:0Di26AbdtizzHkFstPyt7A,https://api.spotify.com/v1/tracks/0Di26AbdtizzHkFstPyt7A,https://api.spotify.com/v1/audio-analysis/0Di26AbdtizzHkFstPyt7A,227727.0,4.0,,,,
20067,67,2016-09-01,68,Kill Em With Kindness,Selena Gomez,39,63,12,0.757,0.884,10.0,-5.4879999999999995,0.0,0.0404,0.00795,5.870000000000001e-05,0.0973,0.39799999999999996,120.012,audio_features,1QNoKVgA758HFLu3TW2q7R,spotify:track:1QNoKVgA758HFLu3TW2q7R,https://api.spotify.com/v1/tracks/1QNoKVgA758HFLu3TW2q7R,https://api.spotify.com/v1/audio-analysis/1QNoKVgA758HFLu3TW2q7R,217907.0,4.0,0C8ZW7ezQVs4URX5aX7Kqx,"dance pop, pop, post-teen pop",27039138.0,89.0
20068,68,2016-09-01,69,Vice,Miranda Lambert,47,74,5,0.568,0.562,9.0,-7.775,1.0,0.0418,0.10099999999999999,6.159999999999999e-05,0.363,0.247,133.64700000000002,audio_features,4Qtw0HNKSbIRT5sWUnbRXc,spotify:track:4Qtw0HNKSbIRT5sWUnbRXc,https://api.spotify.com/v1/tracks/4Qtw0HNKSbIRT5sWUnbRXc,https://api.spotify.com/v1/audio-analysis/4Qtw0HNKSbIRT5sWUnbRXc,240280.0,4.0,66lH4jAE7pqPlOlzUKbwA0,"contemporary country, country, country dawn, country road",2715424.0,76.0
20069,69,2016-09-01,70,She's Got A Way With Words,Blake Shelton,69,71,8,0.616,0.6970000000000001,3.0,-5.952000000000001,1.0,0.0295,0.326,2.18e-05,0.0827,0.68,148.93,audio_features,3JffB4CABj9lA0NC63kbCp,spotify:track:3JffB4CABj9lA0NC63kbCp,https://api.spotify.com/v1/tracks/3JffB4CABj9lA0NC63kbCp,https://api.spotify.com/v1/audio-analysis/3JffB4CABj9lA0NC63kbCp,190987.0,4.0,1UTPBmNbXNTittyMJrNkvw,"contemporary country, country, country road, oklahoma country",5751149.0,77.0
20070,70,2016-09-01,71,Why You Always Hatin?,YG Featuring Drake & Kamaiyah,71,99,9,0.9259999999999999,0.336,0.0,-9.326,0.0,0.594,0.0392,0.0,0.138,0.38,92.995,audio_features,39hnH8WdPmNT3Q3yzwC9Rg,spotify:track:39hnH8WdPmNT3Q3yzwC9Rg,https://api.spotify.com/v1/tracks/39hnH8WdPmNT3Q3yzwC9Rg,https://api.spotify.com/v1/audio-analysis/39hnH8WdPmNT3Q3yzwC9Rg,196600.0,4.0,,,,
20071,71,2016-09-01,72,You & Me,Marc E. Bassy Featuring G-Eazy,72,78,6,0.449,0.635,1.0,-8.301,1.0,0.275,0.0413,0.0,0.188,0.608,84.414,audio_features,7yCqehT9dKACTFy7YugP0J,spotify:track:7yCqehT9dKACTFy7YugP0J,https://api.spotify.com/v1/tracks/7yCqehT9dKACTFy7YugP0J,https://api.spotify.com/v1/audio-analysis/7yCqehT9dKACTFy7YugP0J,218493.0,4.0,,,,
20072,72,2016-09-01,73,With You Tonight / Hasta El Amanecer,Nicky Jam,73,82,13,,,,,,,,,,,,,,,,,,,1SupJlEpv7RS2tPNRaHViT,"latin, latin hip hop, reggaeton, trap latino",14368806.0,89.0
20073,73,2016-09-01,74,Father Stretch My Hands Pt. 1,Kanye West,37,83,15,0.7240000000000001,0.573,7.0,-4.113,1.0,0.0549,0.11800000000000001,0.0,0.5379999999999999,0.43799999999999994,113.088,audio_features,4KW1lqgSr8TKrvBII0Brf8,spotify:track:4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/tracks/4KW1lqgSr8TKrvBII0Brf8,https://api.spotify.com/v1/audio-analysis/4KW1lqgSr8TKrvBII0Brf8,135920.0,4.0,5K4W6rqBFWDnAN6FQUkS6x,"chicago rap, rap",13813531.0,93.0
20074,74,2016-09-01,75,It Don't Hurt Like It Used To,Billy Currington,75,90,4,0.5579999999999999,0.818,8.0,-4.07,1.0,0.0403,0.071,0.0,0.21,0.45299999999999996,81.03399999999999,audio_features,0iA1unTbTbDOWUSlbwJ1pS,spotify:track:0iA1unTbTbDOWUSlbwJ1pS,https://api.spotify.com/v1/tracks/0iA1unTbTbDOWUSlbwJ1pS,https://api.spotify.com/v1/audio-analysis/0iA1unTbTbDOWUSlbwJ1pS,184507.0,4.0,1By9QBFnjZAoI83BZppHlt,"contemporary country, country, country road, modern country rock",2031420.0,71.0
20075,75,2016-09-01,76,Look Alive,Rae Sremmurd,76,0,1,0.7859999999999999,0.583,0.0,-7.415,1.0,0.0393,0.0552,1.84e-06,0.326,0.22899999999999998,120.024,audio_features,2IGr3q6ljcpLvHDFLtI0yW,spotify:track:2IGr3q6ljcpLvHDFLtI0yW,https://api.spotify.com/v1/tracks/2IGr3q6ljcpLvHDFLtI0yW,https://api.spotify.com/v1/audio-analysis/2IGr3q6ljcpLvHDFLtI0yW,228000.0,4.0,7iZtZyCzp3LItcw1wtPI3D,"hip hop, melodic rap, mississippi hip hop, pop rap, rap, southern hip hop, trap",6379813.0,77.0
