,Unnamed: 0,date,song_ranking,song_name,song_artist,peakPos,lastPos,weeks,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalnes,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,artist_id,artist_genres,artist_followers,artist_popularity
18000,0,2015-01-01,1,Blank Space,Taylor Swift,1,1,8,0.752,0.6779999999999999,5.0,-5.421,1.0,0.0646,0.085,1.64e-06,0.13,0.583,96.009,audio_features,1p80LdxRV74UKvL8gnD7ky,spotify:track:1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/tracks/1p80LdxRV74UKvL8gnD7ky,https://api.spotify.com/v1/audio-analysis/1p80LdxRV74UKvL8gnD7ky,231827.0,4.0,06HL4z0CvFAxyc27GXpf02,"pop, post-teen pop",39272089.0,98.0
18001,1,2015-01-01,2,Take Me To Church,Hozier,2,2,19,0.5660000000000001,0.664,4.0,-5.303,0.0,0.0464,0.634,0.0,0.11599999999999999,0.43700000000000006,128.945,audio_features,1CS7Sd1u5tWkstBhpssyjP,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,241693.0,4.0,2FXC3k01G6Gw61bmprjgqS,"irish singer-songwriter, modern rock, pop",4634501.0,82.0
18002,2,2015-01-01,3,Uptown Funk!,Mark Ronson Featuring Bruno Mars,3,3,6,0.856,0.609,0.0,-7.223,1.0,0.0824,0.00801,8.149999999999999e-05,0.0344,0.9279999999999999,114.988,audio_features,32OlwWuMpZ6b0aN2RZOeMS,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/tracks/32OlwWuMpZ6b0aN2RZOeMS,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667.0,4.0,,,,
18003,3,2015-01-01,4,Thinking Out Loud,Ed Sheeran,4,6,11,0.7809999999999999,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560.0,4.0,6eUKZXaKkcviH0Ku9w2n3V,"pop, uk pop",79517970.0,93.0
18004,4,2015-01-01,5,Lips Are Movin,Meghan Trainor,4,4,9,0.775,0.825,7.0,-5.402,1.0,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,audio_features,6gj08XDlv9Duc2fPOxUmVD,spotify:track:6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,182667.0,4.0,6JL8zeS1NmiOftqZTRgdTz,"dance pop, hip pop, pop, post-teen pop",10355355.0,80.0
18005,5,2015-01-01,6,I'm Not The Only One,Sam Smith,5,5,16,0.575,0.192,1.0,-17.514,1.0,0.0573,0.992,0.961,0.113,0.41700000000000004,141.861,audio_features,5hO5U3Djps5hAUYHYlu56m,spotify:track:5hO5U3Djps5hAUYHYlu56m,https://api.spotify.com/v1/tracks/5hO5U3Djps5hAUYHYlu56m,https://api.spotify.com/v1/audio-analysis/5hO5U3Djps5hAUYHYlu56m,181826.0,4.0,2wY79sveU1sp5g7SokKOiI,"dance pop, pop, post-teen pop, uk pop",16306985.0,88.0
18006,6,2015-01-01,7,Love Me Harder,Ariana Grande & The Weeknd,7,9,11,0.47200000000000003,0.7140000000000001,1.0,-4.388999999999999,0.0,0.0334,0.00937,0.0,0.0764,0.24,98.992,audio_features,5J4ZkQpzMUFojo1CtAZYpn,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,236133.0,4.0,,,,
18007,7,2015-01-01,8,Jealous,Nick Jonas,8,11,15,0.684,0.71,11.0,-3.614,0.0,0.0779,0.0132,0.0,0.444,0.451,93.007,audio_features,5NQJnRpJHRaupdegphntQT,spotify:track:5NQJnRpJHRaupdegphntQT,https://api.spotify.com/v1/tracks/5NQJnRpJHRaupdegphntQT,https://api.spotify.com/v1/audio-analysis/5NQJnRpJHRaupdegphntQT,222187.0,4.0,4Rxn7Im3LGfyRkY2FlHhWi,"dance pop, pop, post-teen pop, viral pop",7302632.0,76.0
18008,8,2015-01-01,9,Animals,Maroon 5,3,8,18,0.27899999999999997,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.32799999999999996,189.868,audio_features,2bL2gyO6kBdLkNSkxXNh6x,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/tracks/2bL2gyO6kBdLkNSkxXNh6x,https://api.spotify.com/v1/audio-analysis/2bL2gyO6kBdLkNSkxXNh6x,231013.0,4.0,04gDigrS5kc9YWfZHwBETP,"pop, pop rock",30566552.0,91.0
18009,9,2015-01-01,10,All About That Bass,Meghan Trainor,1,7,24,0.807,0.887,9.0,-3.7260000000000004,1.0,0.0503,0.0573,2.87e-06,0.124,0.961,134.05200000000002,audio_features,5jE48hhRu8E6zBDPRSkEq7,spotify:track:5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/tracks/5jE48hhRu8E6zBDPRSkEq7,https://api.spotify.com/v1/audio-analysis/5jE48hhRu8E6zBDPRSkEq7,187920.0,4.0,6JL8zeS1NmiOftqZTRgdTz,"dance pop, hip pop, pop, post-teen pop",10355355.0,80.0
18010,10,2015-01-01,11,Shake It Off,Taylor Swift,1,10,18,0.648,0.785,7.0,-5.414,1.0,0.165,0.0561,0.0,0.14800000000000002,0.943,160.02,audio_features,5xTtaWoae3wi06K5WfVUUH,spotify:track:5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,219200.0,4.0,06HL4z0CvFAxyc27GXpf02,"pop, post-teen pop",39272089.0,98.0
18011,11,2015-01-01,12,I Don't F**k With You,Big Sean Featuring E-40,11,14,13,0.815,0.7240000000000001,1.0,-5.6579999999999995,1.0,0.0712,0.0385,0.0,0.33399999999999996,0.366,97.95700000000001,audio_features,7taXl2C2594pF4gjumrF4W,spotify:track:7taXl2C2594pF4gjumrF4W,https://api.spotify.com/v1/tracks/7taXl2C2594pF4gjumrF4W,https://api.spotify.com/v1/audio-analysis/7taXl2C2594pF4gjumrF4W,284413.0,4.0,,,,
18012,12,2015-01-01,13,The Heart Wants What It Wants,Selena Gomez,6,13,7,0.617,0.792,7.0,-4.873,0.0,0.0379,0.0536,0.0,0.142,0.631,83.06700000000001,audio_features,0h05gnwY830SAuZnJRuPJ7,spotify:track:0h05gnwY830SAuZnJRuPJ7,https://api.spotify.com/v1/tracks/0h05gnwY830SAuZnJRuPJ7,https://api.spotify.com/v1/audio-analysis/0h05gnwY830SAuZnJRuPJ7,227373.0,4.0,0C8ZW7ezQVs4URX5aX7Kqx,"dance pop, pop, post-teen pop",27039138.0,89.0
18013,13,2015-01-01,14,Wasted Love,Matt McAndrew,14,0,1,0.615,0.235,0.0,-11.21,1.0,0.031,0.866,0.0,0.16399999999999998,0.303,97.824,audio_features,0tnGS4zZ9dvcHPLHidb9xr,spotify:track:0tnGS4zZ9dvcHPLHidb9xr,https://api.spotify.com/v1/tracks/0tnGS4zZ9dvcHPLHidb9xr,https://api.spotify.com/v1/audio-analysis/0tnGS4zZ9dvcHPLHidb9xr,213609.0,3.0,4ZgqduOBdbifKWJp8KbiF3,deep talent show,30053.0,35.0
18014,14,2015-01-01,15,Only,"Nicki Minaj Featuring Drake, Lil Wayne & Chris Brown",12,12,8,0.573,0.495,8.0,-7.245,0.0,0.5920000000000001,0.405,0.0,0.0969,0.255,179.196,audio_features,4MRT0dDbhqFKl67WzhUbSw,spotify:track:4MRT0dDbhqFKl67WzhUbSw,https://api.spotify.com/v1/tracks/4MRT0dDbhqFKl67WzhUbSw,https://api.spotify.com/v1/audio-analysis/4MRT0dDbhqFKl67WzhUbSw,312027.0,3.0,,,,
18015,15,2015-01-01,16,Habits (Stay High),Tove Lo,3,15,30,0.7290000000000001,0.65,5.0,-3.5389999999999997,1.0,0.0313,0.0702,6.69e-05,0.0829,0.34700000000000003,110.02,audio_features,14OxJlLdcHNpgsm4DRwDOB,spotify:track:14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/tracks/14OxJlLdcHNpgsm4DRwDOB,https://api.spotify.com/v1/audio-analysis/14OxJlLdcHNpgsm4DRwDOB,209160.0,4.0,4NHQUGzhtTLFvgF5SZesLK,"dance pop, electropop, metropopolis, pop, pop rap, post-teen pop, swedish electropop, swedish pop, swedish synthpop",2742153.0,81.0
18016,16,2015-01-01,17,Tuesday,I LOVE MAKONNEN Featuring Drake,12,16,13,0.77,0.664,0.0,-5.604,1.0,0.21100000000000002,0.215,0.000118,0.105,0.47200000000000003,140.16299999999998,audio_features,2znzyzlAUc8Z1Ikq9aFOcx,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,https://api.spotify.com/v1/tracks/2znzyzlAUc8Z1Ikq9aFOcx,https://api.spotify.com/v1/audio-analysis/2znzyzlAUc8Z1Ikq9aFOcx,321987.0,4.0,,,,
18017,17,2015-01-01,18,Waves,Mr. Probz,14,18,18,0.8290000000000001,0.51,5.0,-9.334,0.0,0.0369,0.00821,0.00143,0.0829,0.45,119.994,audio_features,1HFfMOxCAT4GAwaPfCdmUs,spotify:track:1HFfMOxCAT4GAwaPfCdmUs,https://api.spotify.com/v1/tracks/1HFfMOxCAT4GAwaPfCdmUs,https://api.spotify.com/v1/audio-analysis/1HFfMOxCAT4GAwaPfCdmUs,208133.0,4.0,33W1pnW9zScZtYTnAoWnOT,"dutch hip hop, tropical house",308703.0,71.0
18018,18,2015-01-01,19,Don't,Ed Sheeran,9,17,28,0.539,0.912,0.0,-7.827999999999999,1.0,0.0319,0.0069,0.7170000000000001,0.239,0.247,123.99600000000001,audio_features,6GGODyP2LIdbxIfYxy5UbN,spotify:track:6GGODyP2LIdbxIfYxy5UbN,https://api.spotify.com/v1/tracks/6GGODyP2LIdbxIfYxy5UbN,https://api.spotify.com/v1/audio-analysis/6GGODyP2LIdbxIfYxy5UbN,241935.0,4.0,6eUKZXaKkcviH0Ku9w2n3V,"pop, uk pop",79517970.0,93.0
18019,19,2015-01-01,20,Centuries,Fall Out Boy,20,26,15,0.39299999999999996,0.858,4.0,-2.8680000000000003,0.0,0.0729,0.00359,0.0,0.102,0.56,176.042,audio_features,04aAxqtGp5pv12UXAg4pkq,spotify:track:04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/tracks/04aAxqtGp5pv12UXAg4pkq,https://api.spotify.com/v1/audio-analysis/04aAxqtGp5pv12UXAg4pkq,228360.0,4.0,4UXqAaa6dQYAk18Lv7PEgX,"emo, modern rock, pop punk",8782817.0,84.0
18020,20,2015-01-01,21,The Hanging Tree,James Newton Howard Featuring Jennifer Lawrence,12,23,4,0.213,0.0743,9.0,-18.070999999999998,0.0,0.0408,0.344,3.45e-05,0.212,0.145,53.863,audio_features,416MsJxvxSKY96DCmbJIRs,spotify:track:416MsJxvxSKY96DCmbJIRs,https://api.spotify.com/v1/tracks/416MsJxvxSKY96DCmbJIRs,https://api.spotify.com/v1/audio-analysis/416MsJxvxSKY96DCmbJIRs,218507.0,4.0,,,,
18021,21,2015-01-01,22,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",3,19,21,0.706,0.7859999999999999,0.0,-3.417,0.0,0.091,0.26,0.0,0.38,0.7509999999999999,150.028,audio_features,0puf9yIluy9W0vpMEUoAnN,spotify:track:0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/tracks/0puf9yIluy9W0vpMEUoAnN,https://api.spotify.com/v1/audio-analysis/0puf9yIluy9W0vpMEUoAnN,199387.0,4.0,2gsggkzM5R49q6jpPvazou,"dance pop, electropop, pop, pop rap, post-teen pop, uk pop, viral pop",8555593.0,77.0
18022,22,2015-01-01,23,No Type,Rae Sremmurd,16,22,13,0.8909999999999999,0.486,6.0,-7.803,1.0,0.159,0.0158,3.78e-06,0.0925,0.239,125.01,audio_features,4scpF6J5uMBvoh6sFB7EL1,spotify:track:4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,200080.0,4.0,7iZtZyCzp3LItcw1wtPI3D,"hip hop, melodic rap, mississippi hip hop, pop rap, rap, southern hip hop, trap",6379813.0,77.0
18023,23,2015-01-01,24,7/11,Beyonce,13,20,4,0.747,0.705,9.0,-5.1370000000000005,0.0,0.126,0.0128,0.0,0.126,0.56,136.024,audio_features,02M6vucOvmRfMxTXDUwRXu,spotify:track:02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/tracks/02M6vucOvmRfMxTXDUwRXu,https://api.spotify.com/v1/audio-analysis/02M6vucOvmRfMxTXDUwRXu,213507.0,4.0,6vWDO969PvNqNYHIOW5v0m,"dance pop, pop, post-teen pop, r&b",27244682.0,88.0
18024,24,2015-01-01,25,Hot Boy,Bobby Shmurda,6,24,21,0.8590000000000001,0.5,9.0,-7.627999999999999,1.0,0.34700000000000003,0.042,1.6e-05,0.0616,0.18600000000000003,83.98100000000001,audio_features,0rFke7eNFHbGuGJUdRgjB2,spotify:track:0rFke7eNFHbGuGJUdRgjB2,https://api.spotify.com/v1/tracks/0rFke7eNFHbGuGJUdRgjB2,https://api.spotify.com/v1/audio-analysis/0rFke7eNFHbGuGJUdRgjB2,194561.0,4.0,34Y0ldeyUv7jBvukWOGASO,"nyc rap, rap, trap",1143116.0,67.0
18025,25,2015-01-01,26,Blame,Calvin Harris Featuring John Newman,19,21,15,0.414,0.857,0.0,-4.078,0.0,0.0808,0.0287,0.0057399999999999994,0.34299999999999997,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,212960.0,4.0,,,,
18026,26,2015-01-01,27,Stay With Me,Sam Smith,2,25,37,0.418,0.42,0.0,-6.444,1.0,0.0414,0.588,6.39e-05,0.11,0.184,84.094,audio_features,5Nm9ERjJZ5oyfXZTECKmRt,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/tracks/5Nm9ERjJZ5oyfXZTECKmRt,https://api.spotify.com/v1/audio-analysis/5Nm9ERjJZ5oyfXZTECKmRt,172724.0,4.0,2wY79sveU1sp5g7SokKOiI,"dance pop, pop, post-teen pop, uk pop",16306985.0,88.0
18027,27,2015-01-01,28,CoCo,O.T. Genasis,27,27,5,0.8859999999999999,0.628,8.0,-5.949,1.0,0.131,0.00215,1.15e-05,0.31,0.17800000000000002,119.906,audio_features,2JI71GHwq2LN8mtq3iCLYo,spotify:track:2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/tracks/2JI71GHwq2LN8mtq3iCLYo,https://api.spotify.com/v1/audio-analysis/2JI71GHwq2LN8mtq3iCLYo,239574.0,4.0,1Zatb2YN4erBOoSivOXc0o,"gangster rap, pop rap, rap, southern hip hop, trap",854181.0,63.0
18028,28,2015-01-01,29,Beg For It,Iggy Azalea Featuring M0,28,28,9,0.807,0.747,10.0,-4.31,0.0,0.0471,0.22899999999999998,0.00011100000000000001,0.0884,0.4,93.009,audio_features,7MQREx2p9bXdqm8WTGVkGI,spotify:track:7MQREx2p9bXdqm8WTGVkGI,https://api.spotify.com/v1/tracks/7MQREx2p9bXdqm8WTGVkGI,https://api.spotify.com/v1/audio-analysis/7MQREx2p9bXdqm8WTGVkGI,178107.0,4.0,,,,
18029,29,2015-01-01,30,Don't Tell 'Em,Jeremih Featuring YG,6,29,26,,,,,,,,,,,,,,,,,,,,,,
18030,30,2015-01-01,31,I Don't Mind,Usher Featuring Juicy J,31,37,5,0.87,0.46399999999999997,4.0,-8.337,1.0,0.17800000000000002,0.205,0.0,0.0902,0.457,112.97399999999999,audio_features,7aXuop4Qambx5Oi3ynsKQr,spotify:track:7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/tracks/7aXuop4Qambx5Oi3ynsKQr,https://api.spotify.com/v1/audio-analysis/7aXuop4Qambx5Oi3ynsKQr,251989.0,4.0,,,,
18031,31,2015-01-01,32,Riptide,Vance Joy,32,32,26,0.484,0.731,1.0,-6.694,1.0,0.0379,0.431,0.0,0.151,0.51,101.654,audio_features,3JvrhDOgAt6p7K8mDyZwRd,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/tracks/3JvrhDOgAt6p7K8mDyZwRd,https://api.spotify.com/v1/audio-analysis/3JvrhDOgAt6p7K8mDyZwRd,204280.0,4.0,10exVja0key0uqUkk6LJRT,"folk-pop, modern rock, pop, pop rock",2352949.0,79.0
18032,32,2015-01-01,33,Black Widow,Iggy Azalea Featuring Rita Ora,3,30,25,0.743,0.72,11.0,-3.753,1.0,0.124,0.192,0.000386,0.109,0.519,163.99,audio_features,7pNC5ZIKtwUK0ReSpM3P9f,spotify:track:7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/tracks/7pNC5ZIKtwUK0ReSpM3P9f,https://api.spotify.com/v1/audio-analysis/7pNC5ZIKtwUK0ReSpM3P9f,209423.0,4.0,,,,
18033,33,2015-01-01,34,My Baby's Got A Smile On Her Face,Craig Wayne Boyd,34,0,1,0.42100000000000004,0.8079999999999999,5.0,-3.5860000000000003,1.0,0.0385,0.0492,4.1700000000000004e-05,0.254,0.7140000000000001,165.945,audio_features,6CkqeHWNY9gEjqQqcEnFF0,spotify:track:6CkqeHWNY9gEjqQqcEnFF0,https://api.spotify.com/v1/tracks/6CkqeHWNY9gEjqQqcEnFF0,https://api.spotify.com/v1/audio-analysis/6CkqeHWNY9gEjqQqcEnFF0,197213.0,4.0,4zt5aHAmGXYBO8FaWAbDGt,,6158.0,30.0
18034,34,2015-01-01,35,All I Want For Christmas Is You,Mariah Carey,21,40,10,0.336,0.627,7.0,-7.462999999999999,1.0,0.0384,0.16399999999999998,0.0,0.0708,0.35,150.273,audio_features,0bYg9bo50gSsH3LtXe2SQn,spotify:track:0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,241107.0,4.0,4iHNK0tOyZPYnBU7nGAgpQ,"dance pop, pop, urban contemporary",6623173.0,81.0
18035,35,2015-01-01,36,Heroes (We Could Be),Alesso Featuring Tove Lo,35,35,12,0.503,0.748,5.0,-4.124,1.0,0.0619,0.0305,0.0,0.34299999999999997,0.35600000000000004,125.896,audio_features,3zU9rdflI65tK4dkkNSp77,spotify:track:3zU9rdflI65tK4dkkNSp77,https://api.spotify.com/v1/tracks/3zU9rdflI65tK4dkkNSp77,https://api.spotify.com/v1/audio-analysis/3zU9rdflI65tK4dkkNSp77,210013.0,4.0,,,,
18036,36,2015-01-01,37,Trumpets,Jason Derulo,14,31,30,0.635,0.691,0.0,-4.862,1.0,0.258,0.555,0.0,0.09699999999999999,0.638,82.14200000000001,audio_features,5KONnBIQ9LqCxyeSPin26k,spotify:track:5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/tracks/5KONnBIQ9LqCxyeSPin26k,https://api.spotify.com/v1/audio-analysis/5KONnBIQ9LqCxyeSPin26k,217419.0,4.0,07YZf4WDAMNwqr4jfgOZ8y,"dance pop, pop, pop rap, post-teen pop",9323697.0,88.0
18037,37,2015-01-01,38,Shotgun Rider,Tim McGraw,38,39,12,0.46799999999999997,0.904,7.0,-4.574,1.0,0.0494,0.126,3.89e-06,0.165,0.7,167.998,audio_features,3LbvNFkqDTrE1liGMmZBDL,spotify:track:3LbvNFkqDTrE1liGMmZBDL,https://api.spotify.com/v1/tracks/3LbvNFkqDTrE1liGMmZBDL,https://api.spotify.com/v1/audio-analysis/3LbvNFkqDTrE1liGMmZBDL,235387.0,4.0,6roFdX1y5BYSbp60OTJWMd,"contemporary country, country, country road",3574399.0,77.0
18038,38,2015-01-01,39,Stolen Dance,Milky Chance,39,42,22,0.885,0.581,11.0,-8.812999999999999,1.0,0.0378,0.42700000000000005,0.000204,0.0759,0.728,114.016,audio_features,6vECYJHxYmm3Ydt3fF01pE,spotify:track:6vECYJHxYmm3Ydt3fF01pE,https://api.spotify.com/v1/tracks/6vECYJHxYmm3Ydt3fF01pE,https://api.spotify.com/v1/audio-analysis/6vECYJHxYmm3Ydt3fF01pE,313684.0,4.0,1hzfo8twXdOegF3xireCYs,german pop,1485839.0,75.0
18039,39,2015-01-01,40,Chandelier,Sia,8,34,33,0.39899999999999997,0.787,1.0,-2.88,1.0,0.0499,0.0197,6.07e-05,0.0685,0.5720000000000001,117.089,audio_features,2s1sdSqGcKxpPr5lCl7jAV,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/tracks/2s1sdSqGcKxpPr5lCl7jAV,https://api.spotify.com/v1/audio-analysis/2s1sdSqGcKxpPr5lCl7jAV,216120.0,5.0,5WUlDfRSoLAfcVSX1WnrxN,"australian dance, australian pop, dance pop, pop",19552125.0,90.0
18040,40,2015-01-01,41,Something In The Water,Carrie Underwood,24,38,12,0.451,0.893,7.0,-2.721,1.0,0.0627,0.0243,0.0,0.0813,0.0971,139.763,audio_features,10RQKVSr4rS0coExTmi4dF,spotify:track:10RQKVSr4rS0coExTmi4dF,https://api.spotify.com/v1/tracks/10RQKVSr4rS0coExTmi4dF,https://api.spotify.com/v1/audio-analysis/10RQKVSr4rS0coExTmi4dF,238173.0,4.0,4xFUf1FHVy696Q1JQZMTRj,"contemporary country, country, country dawn, country road, oklahoma country, post-teen pop",4556291.0,76.0
18041,41,2015-01-01,42,Santa Tell Me,Ariana Grande,42,64,4,0.525,0.621,7.0,-7.364,1.0,0.11599999999999999,0.0489,0.0,0.294,0.591,191.9,audio_features,0lizgQ7Qw35od7CYaoMBZb,spotify:track:0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/tracks/0lizgQ7Qw35od7CYaoMBZb,https://api.spotify.com/v1/audio-analysis/0lizgQ7Qw35od7CYaoMBZb,204093.0,4.0,66CXWjxzNUsdJxJ2JdwvnR,"dance pop, pop, post-teen pop",62105990.0,96.0
18042,42,2015-01-01,43,Feeling Myself,Nicki Minaj Featuring Beyonce,43,0,1,0.564,0.703,2.0,-5.459,1.0,0.26899999999999996,0.43700000000000006,0.00927,0.358,0.47700000000000004,139.045,audio_features,5fyIGoaaKelzdyW8ELhYJZ,spotify:track:5fyIGoaaKelzdyW8ELhYJZ,https://api.spotify.com/v1/tracks/5fyIGoaaKelzdyW8ELhYJZ,https://api.spotify.com/v1/audio-analysis/5fyIGoaaKelzdyW8ELhYJZ,237840.0,4.0,,,,
18043,43,2015-01-01,44,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,16,33,23,0.546,0.667,1.0,-5.236000000000001,1.0,0.27399999999999997,0.0152,0.0,0.0895,0.47100000000000003,87.666,audio_features,7DTlsMOQjGysXHpwwpHuPl,spotify:track:7DTlsMOQjGysXHpwwpHuPl,https://api.spotify.com/v1/tracks/7DTlsMOQjGysXHpwwpHuPl,https://api.spotify.com/v1/audio-analysis/7DTlsMOQjGysXHpwwpHuPl,269693.0,4.0,,,,
18044,44,2015-01-01,45,Rather Be,Clean Bandit Featuring Jess Glynne,10,36,28,0.799,0.586,11.0,-6.735,1.0,0.0377,0.162,2.03e-06,0.193,0.5489999999999999,120.97,audio_features,3s4U7OHV7gnj42VV72eSZ6,spotify:track:3s4U7OHV7gnj42VV72eSZ6,https://api.spotify.com/v1/tracks/3s4U7OHV7gnj42VV72eSZ6,https://api.spotify.com/v1/audio-analysis/3s4U7OHV7gnj42VV72eSZ6,227833.0,4.0,,,,
18045,45,2015-01-01,46,Try Me,DeJ Loaf,45,45,9,0.56,0.81,0.0,-8.029,0.0,0.0872,0.0071,7.93e-06,0.24100000000000002,0.247,170.044,audio_features,2CY92qejUrhyPUASawNVRr,spotify:track:2CY92qejUrhyPUASawNVRr,https://api.spotify.com/v1/tracks/2CY92qejUrhyPUASawNVRr,https://api.spotify.com/v1/audio-analysis/2CY92qejUrhyPUASawNVRr,217573.0,4.0,7kFfY4UjNdNyaeUgLIEbIF,"detroit hip hop, pop r&b, pop rap, r&b, rap, trap, trap queen",1292343.0,68.0
18046,46,2015-01-01,47,Ghost,Ella Henderson,47,57,8,0.68,0.84,9.0,-3.823,1.0,0.0414,0.0457,8.66e-06,0.14300000000000002,0.46799999999999997,104.975,audio_features,4z7gh3aIZV9arbL9jJSc5J,spotify:track:4z7gh3aIZV9arbL9jJSc5J,https://api.spotify.com/v1/tracks/4z7gh3aIZV9arbL9jJSc5J,https://api.spotify.com/v1/audio-analysis/4z7gh3aIZV9arbL9jJSc5J,213213.0,4.0,7nDsS0l5ZAzMedVRKPP8F1,"dance pop, indie cafe pop, pop, pop dance, post-teen pop, talent show, tropical house, uk pop",1129798.0,75.0
18047,47,2015-01-01,48,Anaconda,Nicki Minaj,2,55,20,0.9640000000000001,0.605,9.0,-6.223,1.0,0.179,0.0668,7.78e-06,0.214,0.6459999999999999,129.994,audio_features,794F99D5BQHS5ZGRXAs7I5,spotify:track:794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/tracks/794F99D5BQHS5ZGRXAs7I5,https://api.spotify.com/v1/audio-analysis/794F99D5BQHS5ZGRXAs7I5,260240.0,4.0,0hCNtLu0JehylgoiP8L4Gh,"dance pop, hip pop, pop, pop rap, post-teen pop, queens hip hop",21140404.0,91.0
18048,48,2015-01-01,49,Rude,MAGIC!,1,43,35,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,audio_features,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840.0,4.0,0DxeaLnv6SyYk2DOqkLO8c,reggae fusion,1208997.0,72.0
18049,49,2015-01-01,50,Night Changes,One Direction,31,53,5,0.672,0.52,8.0,-7.747000000000001,1.0,0.0353,0.8590000000000001,0.0,0.115,0.37,120.001,audio_features,5O2P9iiztwhomNh8xkR9lJ,spotify:track:5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/tracks/5O2P9iiztwhomNh8xkR9lJ,https://api.spotify.com/v1/audio-analysis/5O2P9iiztwhomNh8xkR9lJ,226600.0,4.0,4AK6F7OLvEQ5QYCBNiQWHq,"boy band, pop, post-teen pop, talent show",21184829.0,91.0
